text,label,category,is_mixed
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
Delivery happened today!,4,positive,1
Outsyanding — the driver even helped carry the heavy box,4,positive,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
Package status changed to delivered.,4,positive,1
Great communication throughout the delivery process,4,positive,0
"no complsints, everything went smoothly, thanks!",4,positive,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"Perfect delivery — no issues at all, great experience.",3,driver_conduct,0
excellent service! delivery arrived 10 minutes early.,1,damage,0
"Wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
"Perfect delivery — no issues at all, great experience.",4,positive,0
very unprodessional behaviour from the delivery agent.,3,driver_conduct,0
"delivery running late again, 32 min behind schedule",0,delay,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
"Wrong item delivered, and it was also crushed in the bag.",1,damage,1
guy was so rude when i asked him to wait a sec,3,driver_conduct,0
"delivery running late again, 33 min behind schedule",0,delay,0
driver was 38 min late and also quite rude about it!,0,delay,1
Waited 61 extra minutes because of road congestion,0,delay,0
"Delivery was significantly delayed, arriving 88 mins past ETA.",0,delay,0
"driver didnt even knock, just left and marked it delivered",3,driver_conduct,0
order was 55 minutes late and the box arrived damaged.,0,delay,1
"Expected in 20 mins, arrived after 47 minutes total.",0,delay,0
"Delivery was significantly delayed, arriving 85 mins past ETA",0,delay,0
"really happy with this delivery, driver was super nice",4,positive,0
Excellent service! Delivery arrived 10 minutes early,4,positive,0
Package status changed to delivered.,4,positive,1
"Package wss a bit late but arrived in perfect condition, no complaints.",0,delay,1
Package arrived in perfect cindition. Thank you,0,delay,0
"wrong item delivered — ordered size l, got size s.",2,wrong_order,0
"driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
Driver lrft package outside in the rain without notification.,3,driver_conduct,0
Waited 68 extra minutes because of road cingestion!,0,delay,0
"perfect delivery — no issues at all, great experience.",4,positive,0
Electronics delivered with cracked screen.,1,damage,0
Order was 69 minutes late AND the box aerived damaged.,0,delay,1
"this isnt what i ordered at all, completely different item",2,wrong_order,0
guy was so rude when i asked him to wait a sec,4,positive,0
delivery confirmed st the door,2,wrong_order,1
"Driver was using phone while driving, nearly caused accident.",3,driver_conduct,0
Missing one item but the driver apologized and was professional.,2,wrong_order,1
Driver left package outside in the rain without notificatiom.,3,driver_conduct,0
Driver was rude and argumentative at the door.,3,driver_conduct,0
order took over 21 minutes due to heavy traffic.,0,delay,0
"driver didny even knock, just left and marked it delivered",3,driver_conduct,0
Waited 25 extra minutes because of road congestion,0,delay,0
driver was rude and argumentative at the door.,3,driver_conduct,0
"expected in 20 mins, arrived after 34 minutes total.",4,positive,0
order was processed and delivered.,4,positive,1
Order update received.,4,positive,1
shouted at me when i asked for id verification.,0,delay,0
Order took over 26 minutes due to heavy traffic.,0,delay,0
Took 65 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Driver called ahesd and followed all instructions perfectly.,4,positive,0
Greay communication throughout the delivery process.,4,positive,0
Item wss broken in transit — packaging was inadequate.,1,damage,0
Delivery confirmed at the door.,4,positive,1
Delivery happened today.,4,positive,1
"wrong item delivered, and it was also crushed in the bag.",2,wrong_order,1
No knock or ring — package left on the street.,3,driver_conduct,0
two out of five items missimg from the delivery.,2,wrong_order,0
Half the oeder is missing from the bag.,2,wrong_order,0
Driver was 44 mim late and also quite rude about it.,0,delay,1
"Delivered to wrong address, I had to collect it myself.",2,wrong_order,0
"Wrong item delivered — ordered size L, got size S.",2,wrong_order,0
Order took over 73 minutes due to heavy traffic.,0,delay,0
Package arrived completely crushed.,1,damage,0
"box was soaking wet when it got here, ruined everything inside",1,damage,0
fragile sticker ignored — item arrived in pieces,1,damage,0
item substituted without my consent.,2,wrong_order,0
Driver was politr and very helpful.,4,positive,0
Order mixed up with another custimer.,2,wrong_order,0
"delivery running late again, 84 min behind schedule",0,delay,0
Fragile sticker ignored — item arrived in pieces!,1,damage,0
Delivery happened today.,4,positive,1
Order was 45 minutes late AND the box arrived damaged.,0,delay,1
Order was processed and delivered.,4,positive,1
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Driver was polite amd very helpful.,4,positive,0
order mixrd up with another customer,2,wrong_order,0
delivery confirmed at the door.,4,positive,1
my delivery waa 62 minutes late with no notification!,0,delay,0
"missing half my stuff, only got 2 of 4 items",2,wrong_order,0
"arrived exactly on time, well packaged. five stars!",4,positive,0
Package arrived in perfect condition. Thank you!,2,wrong_order,0
Received the order as scheduled.,4,positive,1
Electronics delivered with cracked screen!,1,damage,0
Two out of five items missing from the delivery.,2,wrong_order,0
"expected in 20 mins, arrived after 75 minutes total.",0,delay,0
took 24 minutes longer than usual but driver was very polite about the delay.,0,delay,1
Driver was 29 min latr and also quite rude about it,0,delay,1
No knock or ring — package left on the strert!,3,driver_conduct,0
Driver left package outside in the rain without notification,3,driver_conduct,0
Driver marked delivered but never arrived.,3,driver_conduct,0
fragile sticker ignored — item arrived in pieces.,1,damage,0
Order took over 26 minutes due to heavy traffic.,2,wrong_order,0
package status changed to delivered.,4,positive,1
"package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
"Package was a bit late but arrived in perfect condition, no complaints.",0,delay,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
traffic caused a 73-minute delay. please improve routing.,0,delay,0
Order was processed and delivered.,4,positive,1
"food spilled inside the bag, everything was wet.",1,damage,0
Delivery confirmed st the door.,4,positive,1
item substituted without my consent.,2,wrong_order,0
"Expected in 20 mins, srrived after 71 minutes total.",0,delay,0
my delivery was 18 mins late with no notification.,0,delay,0
Driver arrived 39 minutes after the estimated window,1,damage,0
driver gave me the wrong order and was dismissive when i asked.,2,wrong_order,1
Wrong product delivered. Barcode doesn't match my order.,2,wrong_order,0
Driver was polite and very helpful.,4,positive,0
delivery confirmef at the door.,4,positive,1
excellent service! delivery arrived 10 minutes early.,4,positive,0
Medicine package was opemed and tampered with.,4,positive,0
"Carton dented heavily, product inside damaged.",1,damage,0
Half the order is missing from the bag.,2,wrong_order,0
Item substituted without my consrnt.,2,wrong_order,0
Order was processed and delivered.,4,positive,1
"Wrong otem delivered, and it was also crushed in the bag",2,wrong_order,1
Order was processed and delivered.,4,positive,1
Driver was 69 min late and also quite rude abiut it.,4,positive,1
Item substituted without my consent,2,wrong_order,0
"Wrong item delivered, and it was also crushed in the bag",2,wrong_order,1
Package arrived completely crushed.,1,damage,0
Got my package,4,positive,1
Driver was rude and argumentative at the door.,3,driver_conduct,0
delivery happened tofay.,4,positive,1
Took 63 minutes longer than usual but driver was very polite about thr delay.,2,wrong_order,1
"still waiting, app said 75 min but its been longer",0,delay,0
Driver marked delivered but never arrived.,2,wrong_order,0
took 77 minutes longer than usual but driver was very polite about the delay!,0,delay,1
Driver gave me the wrong order and was dismissive when I asked.,2,wrong_order,1
Outstanding — the driver even helped carry the heavy box,4,positive,0
Wrong product delivered. Barcode doesn't match my order.,1,damage,0
driver refused to carry package to my floor.,3,driver_conduct,0
Driver was 32 min late and also quite rude about it.,0,delay,1
Very slow delivery today — 68 minute delay on a short route.,0,delay,0
"delivery running late again, 60 min behind schedule",0,delay,0
"Box looked a little dented but everything inside was fine, driver was great.",1,damage,1
box was torn open and contents were damaged,1,damage,0
"box looked a little dented but everything inside was fine, driver was great.",1,damage,1
Medicine package was opened and tampered with.,1,damage,0
Item substituted without my consent.,2,wrong_order,0
Missing one item but the driver apologized and was professiomal.,2,wrong_order,1
Item substituted without my consent.,4,positive,0
Driver was 72 min late and also quite rude about it.,3,driver_conduct,1
"Wrong item delivered, and it was also crushed in the bag",2,wrong_order,1
Package status changed to delivered.,4,positive,1
Completely wrong order arrived at my address,2,wrong_order,0
Driver called ahead and followed all instructions perfectly.,4,positive,0
"Wrong otem delivered, and it was also crushed in the bag.",2,wrong_order,1
